task_id,model,method,repetition,phase,target_seconds,status,bound_fraction,bound_numerator,bound_denominator,bound_decimal,factors,integer_entries,raw_count,certificate_path,certificate_sha256,source_dual_sha256,factorization,verification_seconds,independent_full_scans_agree,formalized_in_Lean,verification_reused,candidate_available_seconds,numerical_upper,retrospective_certification_seconds,exact_bound_fraction,exact_bound_decimal
,M6,SDP-FULL,1,production,3600,verified,2246662340943/4000000000000,,,0.56166558523575,82,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-FULL\rep-01\exact\final-svd\certificate.json,9615567460a5c478f4d2b50bb4698a9a4d52e01e518425adf31c98fa0180e0fa,,,,,,,2163.4850000000006,0.5616653842139253,,2246662340943/4000000000000,0.56166558523575
,M6,SDP-FULL,2,production,60,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,2,production,300,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,2,production,900,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,2,production,1800,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,2,production,3600,verified,2246662340943/4000000000000,,,0.56166558523575,82,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-FULL\rep-02\exact\final-svd\certificate.json,d4a92c9d26d2c5fa20c734d4054ef3107f4943a5be6dc669342d10638994aa75,,,,,,,2089.4060000000027,0.5616653842139253,,2246662340943/4000000000000,0.56166558523575
,M6,SDP-FULL,3,production,60,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,3,production,300,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,3,production,900,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,3,production,1800,no_completed_candidate,,,,,,,,,,,,,,,,,,,,
,M6,SDP-FULL,3,production,3600,verified,2246662340943/4000000000000,,,0.56166558523575,82,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-FULL\rep-03\exact\final-svd\certificate.json,e9fa6dc855e97c71428dcb9b5317dd9e74e00c85718664a036085bf289089622,,,,,,,2129.875,0.5616653842139253,,2246662340943/4000000000000,0.56166558523575
,M6,SDP-CG,1,production,60,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-01\exact\0060-svd\certificate.json,750aec2f4b0b8162cf636b122e224f05749331925e755bf23a7f166b80879a55,,,,,,,1.6719999999913853,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,1,production,300,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-01\exact\0060-svd\certificate.json,750aec2f4b0b8162cf636b122e224f05749331925e755bf23a7f166b80879a55,,,,,,,1.6719999999913853,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,1,production,900,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-01\exact\0060-svd\certificate.json,750aec2f4b0b8162cf636b122e224f05749331925e755bf23a7f166b80879a55,,,,,,,1.6719999999913853,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,1,production,1800,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-01\exact\0060-svd\certificate.json,750aec2f4b0b8162cf636b122e224f05749331925e755bf23a7f166b80879a55,,,,,,,1.6719999999913853,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,1,production,3600,verified,2291461383637/4000000000000,,,0.57286534590925,176,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-01\exact\final-svd\certificate.json,94e58f3a630b961bbebd2f63965cb795b94c9042c06b4c2038a35982ad712ea5,,,,,,,3595.453999999998,0.5728654467494289,,2291461383637/4000000000000,0.57286534590925
,M6,SDP-CG,2,production,60,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-02\exact\0060-svd\certificate.json,b285e0ea63e206f5719cb627c8dcb23d03931c8d135b56b60b1ec4cb3ba88b5e,,,,,,,1.6410000000032596,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,2,production,300,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-02\exact\0060-svd\certificate.json,b285e0ea63e206f5719cb627c8dcb23d03931c8d135b56b60b1ec4cb3ba88b5e,,,,,,,1.6410000000032596,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,2,production,900,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-02\exact\0060-svd\certificate.json,b285e0ea63e206f5719cb627c8dcb23d03931c8d135b56b60b1ec4cb3ba88b5e,,,,,,,1.6410000000032596,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,2,production,1800,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-02\exact\0060-svd\certificate.json,b285e0ea63e206f5719cb627c8dcb23d03931c8d135b56b60b1ec4cb3ba88b5e,,,,,,,1.6410000000032596,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,2,production,3600,verified,2291461383637/4000000000000,,,0.57286534590925,176,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-02\exact\final-svd\certificate.json,f9d5b12e632f554d31965f87035d34364f0e845b2db37c2b7d74e2386cc35249,,,,,,,3595.4530000000086,0.5728654467494289,,2291461383637/4000000000000,0.57286534590925
,M6,SDP-CG,3,production,60,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-03\exact\0060-svd\certificate.json,264f58c6da21bf93ea953330b3eada618f36c239c8a9a53784075ccf544acb2e,,,,,,,1.687999999994645,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,3,production,300,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-03\exact\0060-svd\certificate.json,264f58c6da21bf93ea953330b3eada618f36c239c8a9a53784075ccf544acb2e,,,,,,,1.687999999994645,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,3,production,900,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-03\exact\0060-svd\certificate.json,264f58c6da21bf93ea953330b3eada618f36c239c8a9a53784075ccf544acb2e,,,,,,,1.687999999994645,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,3,production,1800,verified,2807882223753/3200000000000,,,0.8774631949228126,92,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-03\exact\0060-svd\certificate.json,264f58c6da21bf93ea953330b3eada618f36c239c8a9a53784075ccf544acb2e,,,,,,,1.687999999994645,0.8774632633138718,,2807882223753/3200000000000,0.8774631949228126
,M6,SDP-CG,3,production,3600,verified,2291461383637/4000000000000,,,0.57286534590925,176,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\SDP-CG\rep-03\exact\final-svd\certificate.json,d84c34a894d4014ff06d56180b9e24f50a3c7b12808d0145ab8387803c7cbc0c,,,,,,,3595.405999999988,0.5728654467494289,,2291461383637/4000000000000,0.57286534590925
,M6,LP-CUT,1,production,60,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-01\exact\final-svd\certificate.json,e9190ee901f88a4244d923a32b519d2714072ec6bf2c11f2fdeff2278e362608,,,,,,,4.98399999999674,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,1,production,300,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-01\exact\final-svd\certificate.json,e9190ee901f88a4244d923a32b519d2714072ec6bf2c11f2fdeff2278e362608,,,,,,,4.98399999999674,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,1,production,900,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-01\exact\final-svd\certificate.json,e9190ee901f88a4244d923a32b519d2714072ec6bf2c11f2fdeff2278e362608,,,,,,,4.98399999999674,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,1,production,1800,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-01\exact\final-svd\certificate.json,e9190ee901f88a4244d923a32b519d2714072ec6bf2c11f2fdeff2278e362608,,,,,,,4.98399999999674,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,1,production,3600,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-01\exact\final-svd\certificate.json,e9190ee901f88a4244d923a32b519d2714072ec6bf2c11f2fdeff2278e362608,,,,,,,4.98399999999674,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,2,production,60,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-02\exact\final-svd\certificate.json,c53ec0cfa6f935d3c62dd09d9ece56d59d9297c97b931535a7021c410381aee0,,,,,,,5.187999999994645,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,2,production,300,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-02\exact\final-svd\certificate.json,c53ec0cfa6f935d3c62dd09d9ece56d59d9297c97b931535a7021c410381aee0,,,,,,,5.187999999994645,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,2,production,900,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-02\exact\final-svd\certificate.json,c53ec0cfa6f935d3c62dd09d9ece56d59d9297c97b931535a7021c410381aee0,,,,,,,5.187999999994645,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,2,production,1800,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-02\exact\final-svd\certificate.json,c53ec0cfa6f935d3c62dd09d9ece56d59d9297c97b931535a7021c410381aee0,,,,,,,5.187999999994645,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,2,production,3600,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-02\exact\final-svd\certificate.json,c53ec0cfa6f935d3c62dd09d9ece56d59d9297c97b931535a7021c410381aee0,,,,,,,5.187999999994645,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,3,production,60,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-03\exact\final-svd\certificate.json,9be57c12dbbbfcb771f169ed7ee7b35486c34d9bb7fd97cb06c4ed7ea87ce51a,,,,,,,5.0939999999973224,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,3,production,300,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-03\exact\final-svd\certificate.json,9be57c12dbbbfcb771f169ed7ee7b35486c34d9bb7fd97cb06c4ed7ea87ce51a,,,,,,,5.0939999999973224,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,3,production,900,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-03\exact\final-svd\certificate.json,9be57c12dbbbfcb771f169ed7ee7b35486c34d9bb7fd97cb06c4ed7ea87ce51a,,,,,,,5.0939999999973224,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,3,production,1800,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-03\exact\final-svd\certificate.json,9be57c12dbbbfcb771f169ed7ee7b35486c34d9bb7fd97cb06c4ed7ea87ce51a,,,,,,,5.0939999999973224,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M6,LP-CUT,3,production,3600,verified,44933625471779/80000000000000,,,0.5616703183972375,112,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT\rep-03\exact\final-svd\certificate.json,9be57c12dbbbfcb771f169ed7ee7b35486c34d9bb7fd97cb06c4ed7ea87ce51a,,,,,,,5.0939999999973224,0.5616697148983679,,44933625471779/80000000000000,0.5616703183972375
,M7-lift6,LP-CUT-CG,1,production,60,verified,13865385555821/24000000000000,,,0.5777243981592083,15,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-01\exact\0060-svd\certificate.json,900d8cf797a5149cfc84fefa9b86b37b2b681c845ff8167ffaeb0d74db3ee8ee,,,,,,,58.45299999999406,0.5777243919978188,,13865385555821/24000000000000,0.5777243981592083
,M7-lift6,LP-CUT-CG,1,production,300,verified,14780604930691/26250000000000,,,0.5630706640263238,68,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-01\exact\0300-svd\certificate.json,f6825e34bb9c76a697b19084e35c1d067c36cc724b17fce9b7c6706ddd4bb8fa,,,,,,,284.31299999999464,0.5630705071723557,,14780604930691/26250000000000,0.5630706640263238
,M7-lift6,LP-CUT-CG,1,production,900,verified,2830945190831747/5040000000000000,,,0.5616954743713783,104,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-01\exact\0900-svd\certificate.json,519644a5fa627024fa02300d4314609d6634599d1646506dfc1a62ae1aefa121,,,,,,,881.4059999999881,0.5616953273880914,,2830945190831747/5040000000000000,0.5616954743713783
,M7-lift6,LP-CUT-CG,1,production,1800,verified,23590185726251/42000000000000,,,0.561671088720262,108,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,69182ac676fced56a8dc43ec4cee4ca4f4f7a5c4a48b6eae329fe86ce46300ef,,,,,,,1186.2189999999973,0.5616709473470094,,23590185726251/42000000000000,0.561671088720262
,M7-lift6,LP-CUT-CG,1,production,3600,verified,23590185726251/42000000000000,,,0.561671088720262,108,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,69182ac676fced56a8dc43ec4cee4ca4f4f7a5c4a48b6eae329fe86ce46300ef,,,,,,,1186.2189999999973,0.5616709473470094,,23590185726251/42000000000000,0.561671088720262
,M7-lift6,LP-CUT-CG,2,production,60,verified,13865385555821/24000000000000,,,0.5777243981592083,15,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-02\exact\0060-svd\certificate.json,3dae11f683d5b374492fe77873051e5199a3424f0a01f8954880274ed9394289,,,,,,,58.5619999999908,0.5777243919978188,,13865385555821/24000000000000,0.5777243981592083
,M7-lift6,LP-CUT-CG,2,production,300,verified,14780604930691/26250000000000,,,0.5630706640263238,68,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-02\exact\0300-svd\certificate.json,4d11f4d99bc88f5d6f4873a93418f4ec456c9a636a533655f1e595e265435516,,,,,,,285.3119999999908,0.5630705071723557,,14780604930691/26250000000000,0.5630706640263238
,M7-lift6,LP-CUT-CG,2,production,900,verified,2830945190831747/5040000000000000,,,0.5616954743713783,104,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-02\exact\0900-svd\certificate.json,bb2562a3d28454c61a8a87d2e7ea46734a3250388c049f77d06c337dd084fd9e,,,,,,,884.8439999999973,0.5616953273880914,,2830945190831747/5040000000000000,0.5616954743713783
,M7-lift6,LP-CUT-CG,2,production,1800,verified,23590185726251/42000000000000,,,0.561671088720262,108,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,c3fca924dc181fed5b5efed8f5438eedef5c9eb73f669a48c23f87c20939ffde,,,,,,,1191.0149999999994,0.5616709473470094,,23590185726251/42000000000000,0.561671088720262
,M7-lift6,LP-CUT-CG,2,production,3600,verified,23590185726251/42000000000000,,,0.561671088720262,108,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,c3fca924dc181fed5b5efed8f5438eedef5c9eb73f669a48c23f87c20939ffde,,,,,,,1191.0149999999994,0.5616709473470094,,23590185726251/42000000000000,0.561671088720262
,M7-lift6,LP-CUT-CG,3,production,60,verified,13865385555821/24000000000000,,,0.5777243981592083,15,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-03\exact\0060-svd\certificate.json,52fa5ffbb60a2d28676fb6d1ecb0f02c1cad623eb3655d441c9547d8c8a9f75d,,,,,,,58.36000000000058,0.5777243919978188,,13865385555821/24000000000000,0.5777243981592083
,M7-lift6,LP-CUT-CG,3,production,300,verified,14780604930691/26250000000000,,,0.5630706640263238,68,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-03\exact\0300-svd\certificate.json,311970b1771c21609c4c5d6488bc7be3c1d3db8c69c12b8780ec0eed86d89de2,,,,,,,284.5939999999973,0.5630705071723557,,14780604930691/26250000000000,0.5630706640263238
,M7-lift6,LP-CUT-CG,3,production,900,verified,2830945190831747/5040000000000000,,,0.5616954743713783,104,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-03\exact\0900-svd\certificate.json,4e1fe27a4ed790deb9b3fff2823ab20cb5fa2c5586313ecfdd58d5aad0956fe6,,,,,,,882.7660000000033,0.5616953273880914,,2830945190831747/5040000000000000,0.5616954743713783
,M7-lift6,LP-CUT-CG,3,production,1800,verified,23590185726251/42000000000000,,,0.561671088720262,108,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,46b2caf2c8658a9e5c9a3c1e188b340895b3edc971841a9ee8816c7399008c0e,,,,,,,1188.4379999999946,0.5616709473470094,,23590185726251/42000000000000,0.561671088720262
,M7-lift6,LP-CUT-CG,3,production,3600,verified,23590185726251/42000000000000,,,0.561671088720262,108,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M7-lift6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,46b2caf2c8658a9e5c9a3c1e188b340895b3edc971841a9ee8816c7399008c0e,,,,,,,1188.4379999999946,0.5616709473470094,,23590185726251/42000000000000,0.561671088720262
,M6,LP-CUT-CG,1,production,60,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,b166d413f64306b3520061233535a4110bcbf11a3345d6a5ea54223d30e11604,,,,,,,7.1560000000026776,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,1,production,300,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,b166d413f64306b3520061233535a4110bcbf11a3345d6a5ea54223d30e11604,,,,,,,7.1560000000026776,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,1,production,900,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,b166d413f64306b3520061233535a4110bcbf11a3345d6a5ea54223d30e11604,,,,,,,7.1560000000026776,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,1,production,1800,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,b166d413f64306b3520061233535a4110bcbf11a3345d6a5ea54223d30e11604,,,,,,,7.1560000000026776,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,1,production,3600,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-01\exact\final-svd\certificate.json,b166d413f64306b3520061233535a4110bcbf11a3345d6a5ea54223d30e11604,,,,,,,7.1560000000026776,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,2,production,60,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,f6be503f5195a585257597fed91f4155f1a0499fa56769512b6f86d0ab17609d,,,,,,,6.828000000008615,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,2,production,300,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,f6be503f5195a585257597fed91f4155f1a0499fa56769512b6f86d0ab17609d,,,,,,,6.828000000008615,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,2,production,900,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,f6be503f5195a585257597fed91f4155f1a0499fa56769512b6f86d0ab17609d,,,,,,,6.828000000008615,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,2,production,1800,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,f6be503f5195a585257597fed91f4155f1a0499fa56769512b6f86d0ab17609d,,,,,,,6.828000000008615,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,2,production,3600,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-02\exact\final-svd\certificate.json,f6be503f5195a585257597fed91f4155f1a0499fa56769512b6f86d0ab17609d,,,,,,,6.828000000008615,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,3,production,60,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,ac5024c01068c869beab89eaa6e5bd7ec9b1b24ae664cc503493980af782affb,,,,,,,6.843000000008033,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,3,production,300,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,ac5024c01068c869beab89eaa6e5bd7ec9b1b24ae664cc503493980af782affb,,,,,,,6.843000000008033,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,3,production,900,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,ac5024c01068c869beab89eaa6e5bd7ec9b1b24ae664cc503493980af782affb,,,,,,,6.843000000008033,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,3,production,1800,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,ac5024c01068c869beab89eaa6e5bd7ec9b1b24ae664cc503493980af782affb,,,,,,,6.843000000008033,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
,M6,LP-CUT-CG,3,production,3600,verified,134800618697827/240000000000000,,,0.5616692445742791,109,,,<repo>\.research-repro\section6-remaining-20260910-01\runs\M6\LP-CUT-CG\rep-03\exact\final-svd\certificate.json,ac5024c01068c869beab89eaa6e5bd7ec9b1b24ae664cc503493980af782affb,,,,,,,6.843000000008033,0.5616688074979892,,134800618697827/240000000000000,0.5616692445742791
